"ProductID","Brand","Class","Assembly_status","Material_type","Required_capacity","Purchasing_cost","Selling_price","WeeklyDiscount","WeeklyDemand"
"P75484706F","17 stories","Rugs","Not required","Cotton",2.6,228,371.99,35,120
"P75484707A","AllModern","Bedding and bath","Not required","Cotton",1.9,87,104.99,41,136
"P75484707B","Everly Quinn","Decor","Not required","Wood",8.1,976,1755.99,14,78
"P75484708B","Grovelane","Bedding and bath","Not required","Flannel",1.6,320,377.99,35,137
"P75484711A","Everly Quinn","Decor","Not required","Glass",7.8,284,413.99,11,64
"P75484711B","Mercury Row","Bedding and bath","Not required","Flannel",1.9,77,90.99,35,138
"P75484712B","AllModern","Bedding and bath","Not required","Polyester",1.6,125,151.99,43,171
"P75484725","Union Rustic","Rugs","Not required","Cotton",2.8,273,482.99,34,106
"P75484744","Bosch","Appliances","Not required","Steel",11.1,692,894.99,24,39
"P75484748","Rosdorf Park","Decor","Not required","Glass",7.9,1013,1580.99,19,96
"P75484754","Everly Quinn","Decor","Not required","Glass",7.7,21,30.99,14,79
"P75484755","World Menagerie","Decor","Not required","Wood",7.1,909,1416.99,14,87
"P75484766","Rosdorf Park","Decor","Not required","Glass",7.4,688,1036.99,13,81
"P75484792","Mercury Row","Bedding and bath","Not required","Polyester",1.6,204,239.99,41,157
"P75484795b","AllModern","Bedding and bath","Not required","Cotton",1.5,231,269.99,30,165
"P75484795B","17 stories","Rugs","Not required","Cotton",2.5,478,817.99,37,110
"P75484796B","AllModern","Bedding and bath","Not required","Polyester",1.8,382,473.99,47,133
"P75484798A","World Menagerie","Decor","Not required","Wood",7.2,771,1290.99,11,84
"P75484801A","17 stories","Rugs","Not required","Wool",2.9,191,362.99,25,119
"P75484804A","Ashley","Furniture","Not Included","Wood",43.7,2158,4246.99,16,10
"P75484804B","Rosdorf Park","Decor","Not Included","Wood",8.2,664,1010.99,10,90
"P75484805B","Union Rustic","Rugs","Not required","Cotton",3,313,505.99,28,100
"P75484806B","Everly Quinn","Decor","Not required","Wood",7.5,233,414.99,18,80
"P75484813","AllModern","Bedding and bath","Not required","Cotton",1.5,56,66.99,32,142
"P75484817","Mercury Row","Bedding and bath","Not required","Cotton",1.6,95,115.99,41,150
"P75484818","Rosdorf Park","Decor","Not required","Wood",7.7,342,484.99,14,68
"P75484819","Samsung","Appliances","Not Included","Plastics",11.1,641,982.99,30,25
"P75484820","Bosch","Appliances","Not required","Plastics",11.1,505,631.99,23,32
"P75484821","AllModern","Bedding and bath","Not required","Cotton",1.7,354,416.99,40,145
"P75484824","Mercury Row","Bedding and bath","Not required","Polyester",1.8,97,111.99,34,155
"P75484826","World Menagerie","Decor","Not Included","Glass",7.3,174,273.99,19,83
"P75484827","Rosdorf Park","Decor","Not required","Wood",7.5,406,569.99,20,90
"P75484828","Mercury Row","Rugs","Not required","Wool",3,437,807.99,30,109
"P75484832","Mercury Row","Rugs","Not required","Wool",2.7,485,921.99,27,101
"P75484836","Rosdorf Park","Decor","Not required","Wood",7.7,81,142.99,15,78
"P75484842","Mercury Row","Rugs","Not required","Wool",2.8,531,929.99,32,100
"P75484843","Union Rustic","Rugs","Not required","Cotton",2.5,185,349.99,38,126
"P75484846A","Bosch","Appliances","Not required","Plastics",10.5,908,1249.99,18,44
"P75484849A","Everly Quinn","Decor","Not required","Wood",7.2,944,1499.99,17,82
"P75484849D","AllModern","Bedding and bath","Not required","Polyester",1.5,345,395.99,50,138
"P75484859A","Mercury Row","Bedding and bath","Not required","Flannel",1.6,359,407.99,47,168
"P75484859B","Alwyn Home","Bedding and bath","Not required","Cotton",1.5,282,327.99,40,147
"P75484859C","Mercury Row","Bedding and bath","Not required","Flannel",1.6,48,59.99,33,163
"P75484870B","Ashley","Furniture","Included","Fabric",44.9,1379,2965.99,17,22
"P75484870C","Mercury Row","Rugs","Not required","Cotton",2.8,212,369.99,36,116
"P75484875B","Grovelane","Bedding and bath","Not required","Flannel",1.7,409,494.99,37,149
"P75484875D","AllModern","Bedding and bath","Not required","Flannel",1.6,95,113.99,37,154
"P75484876B","GE","Appliances","Not required","Steel",11.1,816,1096.99,24,47
"P75484877B","Bosch","Appliances","Not required","Plastics",11,886,1528.99,21,46
"P75484877D","Mercury Row","Rugs","Not required","Cotton",2.5,373,689.99,35,107
"P75484879","Mercury Row","Bedding and bath","Not required","Flannel",1.8,71,82.99,41,170
"P75484880","17 stories","Rugs","Not required","Cotton",2.6,311,512.99,32,119
"P75484882","Everly Quinn","Decor","Not required","Glass",7.9,1021,1732.99,20,76
"P75484884a","Everly Quinn","Decor","Not required","Glass",7.5,1049,1624.99,11,82
"P75484884A","Grovelane","Bedding and bath","Not required","Cotton",1.8,335,415.99,40,142
"P75484912A","Samsung","Appliances","Not Included","Plastics",10.7,153,239.99,19,26
"P75484912B","World Menagerie","Decor","Not required","Glass",7.9,1023,1467.99,14,69
"P75484913A","GE","Appliances","Not required","Plastics",10.8,1141,1809.99,29,44
"P75484913B","GE","Appliances","Not required","Plastics",11.1,631,1077.99,29,47
"P75484915","AllModern","Bedding and bath","Not required","Flannel",1.7,167,194.99,30,130
"P75484920","Bosch","Appliances","Not Included","Plastics",10.8,341,534.99,21,29
"P75484921","Union Rustic","Rugs","Not required","Cotton",2.8,210,393.99,32,98
"P75484922","17 stories","Rugs","Not required","Cotton",2.6,217,412.99,26,116
"P75484923","Grovelane","Bedding and bath","Not required","Flannel",1.8,310,350.99,38,147
"P75484924A","Bosch","Appliances","Not required","Plastics",10.6,620,851.99,23,38
"P75484926A","Mercury Row","Rugs","Not required","Cotton",2.9,144,241.99,34,109
"P75484926D","Bosch","Appliances","Not required","Steel",10.9,370,556.99,17,56
"P75484926E","Everly Quinn","Decor","Not required","Wood",7.9,1015,1672.99,19,85
"P75484926F","Rosdorf Park","Decor","Not required","Wood",7.8,930,1477.99,15,72
"P75484927F","Rosdorf Park","Decor","Not required","Glass",7.8,937,1581.99,15,87
"P75484929","AllModern","Bedding and bath","Not required","Polyester",1.6,166,194.99,48,132
"P75484931A","Samsung","Appliances","Not required","Steel",10.6,1055,1475.99,28,31
"P75484931B","Everly Quinn","Decor","Not required","Wood",8.1,113,209.99,18,56
"P75484944","17 stories","Rugs","Not required","Cotton",2.8,333,536.99,33,131
"P75484945","Bosch","Appliances","Not required","Plastics",10.8,442,611.99,24,43
"P75484946","World Menagerie","Decor","Not required","Wood",7.8,563,888.99,16,67
"P75484947","AllModern","Bedding and bath","Not required","Polyester",1.6,359,413.99,45,150
"P75484949","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,191,214.99,48,142
"P75484950","World Menagerie","Decor","Not required","Glass",7.9,328,519.99,10,76
"P75484951A","GE","Appliances","Not required","Steel",11.2,1067,1469.99,24,36
"P75484951B","Bosch","Appliances","Not Included","Steel",11,84,128.99,21,34
"P75484952A","Rosdorf Park","Decor","Not required","Wood",7.6,299,542.99,13,78
"P75484952B","World Menagerie","Decor","Not required","Wood",7.7,348,524.99,18,74
"P75484952C","Mercury Row","Bedding and bath","Not required","Cotton",1.7,250,283.99,31,165
"P75484968a","Everly Quinn","Decor","Not required","Wood",8.1,1047,1482.99,17,65
"P75484968A","Ashley","Furniture","Not required","Wood",46.3,1491,3027.99,10,15
"P75484968C","Grovelane","Bedding and bath","Not required","Polyester",1.8,374,440.99,37,141
"P75484968d","Bosch","Appliances","Not Included","Steel",10.7,340,490.99,28,26
"P75484968D","Samsung","Appliances","Not Included","Plastics",11.1,1010,1364.99,27,35
"P75484968E","Samsung","Appliances","Not required","Steel",10.6,1100,1860.99,26,39
"P75484968F","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,386,436.99,33,152
"P75484969","Mercury Row","Rugs","Not required","Cotton",2.7,466,868.99,40,107
"P75484970l","Ashley","Furniture","Not Included","Wood",49,1584,2829.99,15,14
"P75484970L","GE","Appliances","Not required","Steel",10.8,48,66.99,16,38
"P75484970s","Grovelane","Bedding and bath","Not required","Polyester",1.6,353,412.99,48,161
"P75484970S","Mercury Row","Bedding and bath","Not required","Cotton",1.8,193,233.99,44,159
"P75484971S","Mercury Row","Bedding and bath","Not required","Flannel",1.9,169,202.99,35,142
"P75484974","Samsung","Appliances","Not Included","Steel",10.8,929,1295.99,28,25
"P75484976","Mercury Row","Rugs","Not required","Cotton",3,126,218.99,36,117
"P75484978","Mercury Row","Bedding and bath","Not required","Cotton",1.5,209,239.99,49,138
"P75484984A","Mercury Row","Bedding and bath","Not required","Flannel",1.7,374,460.99,48,159
"P75484984B","Alwyn Home","Bedding and bath","Not required","Cotton",1.5,173,212.99,35,155
"P75484984D","Rosdorf Park","Decor","Not required","Glass",8.3,140,234.99,15,77
"P75484987","World Menagerie","Decor","Not Included","Glass",7.6,367,547.99,19,76
"P75484988","Everly Quinn","Decor","Not required","Wood",7.2,688,1256.99,13,71
"P75484989A","Everly Quinn","Decor","Not required","Wood",7.8,222,366.99,11,67
"P75484991","Ashley","Furniture","Not Included","Fabric",46.4,1079,2030.99,13,7
"P75484992","Bosch","Appliances","Not required","Steel",10.6,669,1044.99,30,43
"P75484993a","Samsung","Appliances","Not required","Steel",11,775,1277.99,17,47
"P75484993A","17 stories","Rugs","Not required","Cotton",2.7,431,715.99,25,88
"P75484997a","Samsung","Appliances","Not required","Steel",11.2,1157,1929.99,22,44
"P75484997A","17 stories","Rugs","Not required","Wool",2.9,436,705.99,29,126
"P75484997b","World Menagerie","Decor","Not required","Wood",7.7,686,1091.99,13,70
"P75484997B","Alwyn Home","Bedding and bath","Not required","Cotton",1.9,254,315.99,44,143
"P75484997c","Rosdorf Park","Decor","Not required","Glass",7.6,280,407.99,18,99
"P75484997C","Rosdorf Park","Decor","Not required","Wood",7.9,198,353.99,14,77
"P75484997d","Grovelane","Bedding and bath","Not required","Flannel",1.6,272,331.99,45,153
"P75484997D","World Menagerie","Decor","Not required","Wood",7.7,765,1372.99,12,69
"P75485014a","17 stories","Rugs","Not required","Cotton",3,140,227.99,27,106
"P75485014A","Ashley","Furniture","Not Included","Fabric",44.6,965,1818.99,20,18
"P75485014b","Rosdorf Park","Decor","Not required","Wood",7.9,168,255.99,13,87
"P75485014B","World Menagerie","Decor","Not required","Wood",7.2,249,373.99,13,75
"P75485015","GE","Appliances","Not required","Steel",10.5,833,1292.99,23,35
"P75485017B","World Menagerie","Decor","Not required","Wood",7.4,367,622.99,18,89
"P75485019A","Grovelane","Bedding and bath","Not required","Polyester",1.9,304,360.99,47,152
"P75485019B","Alwyn Home","Bedding and bath","Not required","Cotton",1.9,48,59.99,32,147
"P75485020","17 stories","Rugs","Not required","Cotton",2.8,530,980.99,29,117
"P75485023B","GE","Appliances","Not required","Steel",11.1,75,117.99,27,37
"P75485024B","Union Rustic","Rugs","Not required","Wool",2.7,388,657.99,37,110
"P75485024C","Samsung","Appliances","Not required","Steel",10.7,763,1245.99,28,43
"P75485025B","Rosdorf Park","Decor","Not required","Wood",7.7,943,1744.99,14,96
"P75485026B","Rosdorf Park","Decor","Not required","Glass",7.5,634,1037.99,10,82
"P75485032A","Rosdorf Park","Decor","Not required","Wood",8.4,23,37.99,18,86
"P75485032B","AllModern","Bedding and bath","Not required","Cotton",1.6,224,277.99,46,149
"P75485032C","Grovelane","Bedding and bath","Not required","Flannel",1.6,203,230.99,37,167
"P75485032D","Grovelane","Bedding and bath","Not required","Cotton",1.7,246,283.99,36,153
"P75485034a","Mercury Row","Bedding and bath","Not required","Flannel",1.7,105,121.99,49,158
"P75485034A","Everly Quinn","Decor","Not required","Wood",7.5,32,51.99,18,69
"P75485034B","World Menagerie","Decor","Not required","Wood",8.1,990,1566.99,12,78
"P75485034C","World Menagerie","Decor","Not required","Glass",7.9,203,352.99,14,66
"P75485035A","GE","Appliances","Not required","Steel",10.7,212,296.99,16,36
"P75485035B","Rosdorf Park","Decor","Not required","Glass",7.8,56,88.99,18,80
"P75485035C","Bosch","Appliances","Not Included","Steel",10.9,288,422.99,21,22
"P75485036A","World Menagerie","Decor","Not required","Glass",8.2,208,310.99,17,84
"P75485036B","Everly Quinn","Decor","Not required","Wood",7.7,465,715.99,13,64
"P75485036C","Grovelane","Bedding and bath","Not required","Polyester",1.9,249,285.99,35,163
"P75485038","Mercury Row","Bedding and bath","Not required","Polyester",1.8,266,329.99,37,159
"P75485039a","World Menagerie","Decor","Not required","Glass",8,71,130.99,19,65
"P75485039A","Bosch","Appliances","Not Included","Steel",10.6,62,96.99,20,32
"P75485039B","Union Rustic","Rugs","Not required","Cotton",2.6,515,904.99,30,119
"P75485039C","Mercury Row","Rugs","Not required","Wool",2.6,282,496.99,39,141
"P75485040a","Rosdorf Park","Decor","Not required","Glass",8.1,154,216.99,15,77
"P75485040A","Everly Quinn","Decor","Not required","Glass",7.2,504,811.99,18,70
"P75485045","Mercury Row","Bedding and bath","Not required","Cotton",1.5,276,323.99,50,155
"P75485048","Samsung","Appliances","Not Included","Steel",10.9,45,74.99,19,34
"P75485049a","GE","Appliances","Not required","Steel",10.8,1116,1674.99,18,46
"P75485049A","Everly Quinn","Decor","Not required","Glass",7.2,744,1074.99,14,89
"P75485049c","Ethan Allen","Furniture","Not Included","Fabric",45.7,1092,2120.99,15,12
"P75485049C","Grovelane","Bedding and bath","Not required","Flannel",1.7,333,374.99,48,155
"P75485049D","Union Rustic","Rugs","Not required","Cotton",2.6,445,841.99,21,101
"P75485049e","World Menagerie","Decor","Not required","Wood",7.6,620,1112.99,13,73
"P75485049E","Mercury Row","Bedding and bath","Not required","Flannel",1.6,168,208.99,48,136
"P75485049F","AllModern","Bedding and bath","Not required","Polyester",1.7,163,184.99,35,144
"P75485049g","World Menagerie","Decor","Not required","Glass",7.9,129,230.99,14,75
"P75485049G","17 stories","Rugs","Not required","Silk",2.8,154,285.99,39,120
"P75485049H","Grovelane","Bedding and bath","Not required","Polyester",1.8,405,478.99,48,176
"P75485053","Mercury Row","Rugs","Not required","Cotton",2.8,177,323.99,36,112
"P75485054","Grovelane","Bedding and bath","Not required","Cotton",1.9,305,343.99,44,154
"P75485059","Mercury Row","Bedding and bath","Not required","Cotton",1.9,192,226.99,45,154
"P75485061W","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,251,297.99,38,154
"P75485062","Everly Quinn","Decor","Not required","Glass",8.3,431,610.99,16,85
"P75485066","Mercury Row","Rugs","Not required","Wool",2.8,364,681.99,31,110
"P75485071A","Everly Quinn","Decor","Not required","Wood",7.9,914,1392.99,15,89
"P75485071B","World Menagerie","Decor","Not required","Wood",7.8,126,178.99,10,87
"P75485071C","Rosdorf Park","Decor","Not required","Wood",7.3,158,234.99,10,74
"P75485071D","Alwyn Home","Bedding and bath","Not required","Flannel",1.5,79,91.99,42,172
"P75485078","Everly Quinn","Decor","Not required","Wood",8.3,410,617.99,20,79
"P75485087","Grovelane","Bedding and bath","Not required","Flannel",1.8,361,421.99,33,146
"P75485088","Mercury Row","Bedding and bath","Not required","Polyester",1.6,217,259.99,34,155
"P75485089","Everly Quinn","Decor","Not required","Wood",8.1,358,541.99,16,106
"P75485093","Bosch","Appliances","Not required","Steel",11.2,1190,1852.99,22,32
"P75485094","Mercury Row","Bedding and bath","Not required","Cotton",1.6,143,168.99,33,170
"P75485095","17 stories","Rugs","Not required","Wool",3,373,706.99,24,110
"P75485096","Mercury Row","Rugs","Not required","Cotton",2.8,419,673.99,32,109
"P75485099B","17 stories","Rugs","Not required","Cotton",2.8,193,324.99,28,109
"P75485099C","Rosdorf Park","Decor","Not required","Wood",8,553,908.99,10,78
"P75485099F","Grovelane","Bedding and bath","Not required","Cotton",1.8,211,246.99,46,168
"P75485104","Mercury Row","Rugs","Not required","Cotton",2.7,340,627.99,21,119
"P75485106","Mercury Row","Bedding and bath","Not required","Polyester",1.6,55,65.99,40,148
"P75485107","Everly Quinn","Decor","Not required","Wood",8,254,369.99,18,70
"P75485111","Rosdorf Park","Decor","Not required","Wood",8.1,147,228.99,15,69
"P75485114A","Samsung","Appliances","Not required","Steel",10.6,811,1119.99,29,39
"P75485114b","Rosdorf Park","Decor","Not required","Wood",7.7,221,407.99,13,66
"P75485114B","Rosdorf Park","Decor","Not required","Glass",7.6,438,672.99,12,74
"P75485114c","Mercury Row","Bedding and bath","Not required","Flannel",1.6,364,431.99,40,137
"P75485114C","Bosch","Appliances","Not required","Plastics",11.2,812,1229.99,19,35
"P75485115B","Union Rustic","Rugs","Not required","Wool",2.6,474,809.99,40,107
"P75485116","Rosdorf Park","Decor","Not required","Wood",8.4,518,893.99,10,80
"P75485123a","Mercury Row","Bedding and bath","Not required","Polyester",1.7,315,387.99,35,151
"P75485123A","GE","Appliances","Not required","Steel",10.8,162,227.99,26,39
"P75485124B","Everly Quinn","Decor","Not Included","Wood",7.9,748,1341.99,17,78
"P75485124C","Grovelane","Bedding and bath","Not required","Flannel",1.5,67,81.99,50,137
"P75485125","Mercury Row","Rugs","Not required","Cotton",2.8,521,923.99,34,112
"P75485127","Mercury Row","Rugs","Not required","Cotton",2.6,535,971.99,24,109
"P75485129B","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,198,243.99,39,145
"P75485129C","Everly Quinn","Decor","Not required","Wood",8,237,433.99,10,85
"P75485129D","Samsung","Appliances","Not required","Steel",10.9,558,690.99,25,37
"P75485130B","World Menagerie","Decor","Not required","Glass",7.5,613,932.99,14,73
"P75485130C","Alwyn Home","Bedding and bath","Not required","Polyester",1.9,231,274.99,43,161
"P75485130D","Bosch","Appliances","Not required","Steel",10.9,265,452.99,21,45
"P75485131A","AllModern","Bedding and bath","Not required","Flannel",1.7,313,370.99,48,172
"P75485131B","Rosdorf Park","Decor","Not required","Wood",7.8,883,1296.99,15,94
"P75485131C","Everly Quinn","Decor","Not required","Glass",7.5,358,582.99,14,79
"P75485131D","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,139,157.99,32,152
"P75485135A","Ashley","Furniture","Not Included","Fabric",46.4,1079,2186.99,18,10
"P75485135B","Mercury Row","Rugs","Not required","Silk",2.6,474,775.99,39,102
"P75485135C","17 stories","Rugs","Not required","Cotton",2.9,353,581.99,26,118
"P75485136A","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,220,257.99,40,165
"P75485136C","Bosch","Appliances","Not required","Plastics",10.7,1189,1722.99,23,29
"P75485150","17 stories","Rugs","Not required","Cotton",2.7,132,247.99,37,116
"P75485152","GE","Appliances","Not required","Steel",10.9,851,1258.99,28,24
"P75485159A","Bosch","Appliances","Not required","Steel",11,334,522.99,26,42
"P75485159B","AllModern","Bedding and bath","Not required","Flannel",1.6,396,487.99,43,143
"P75485160B","Grovelane","Bedding and bath","Not required","Flannel",1.8,351,408.99,41,127
"P75485161","Ethan Allen","Furniture","Not Included","Leather",48.4,2359,4631.99,19,13
"P75485163A","Alwyn Home","Bedding and bath","Not required","Cotton",1.9,139,163.99,50,152
"P75485163B","Grovelane","Bedding and bath","Not required","Flannel",1.8,136,166.99,46,136
"P75485168B","17 stories","Rugs","Not required","Cotton",2.7,129,217.99,25,99
"P75485169A","Everly Quinn","Decor","Not required","Glass",7.9,192,355.99,20,83
"P75485169B","Ashley","Furniture","Included","Fabric",43.5,819,1782.99,16,31
"P75485169C","Mercury Row","Bedding and bath","Not required","Polyester",1.8,378,425.99,44,174
"P75485169D","AllModern","Bedding and bath","Not required","Flannel",1.5,262,297.99,48,146
"P75485170B","AllModern","Bedding and bath","Not required","Cotton",1.7,64,74.99,41,149
"P75485170C","Rosdorf Park","Decor","Not required","Wood",8.1,283,502.99,16,106
"P75485170D","Mercury Row","Rugs","Not required","Wool",2.8,550,931.99,32,106
"P75485172","Ashley","Furniture","Not Included","Leather",44.6,2690,5870.99,16,7
"P75485173","GE","Appliances","Not required","Steel",10.5,149,230.99,26,37
"P75485174","World Menagerie","Decor","Not required","Wood",8,88,157.99,12,75
"P75485175","Alwyn Home","Bedding and bath","Not required","Polyester",1.6,305,370.99,32,146
"P75485176","Grovelane","Bedding and bath","Not required","Cotton",1.6,315,368.99,43,141
"P75485177","Everly Quinn","Decor","Not required","Wood",7.8,449,677.99,13,70
"P75485178","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,137,158.99,38,150
"P75485179A","Ethan Allen","Furniture","Included","Fabric",43.4,1403,2579.99,16,16
"P75485179C","Mercury Row","Bedding and bath","Not required","Cotton",1.6,236,267.99,37,152
"P75485180A","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,338,413.99,46,135
"P75485180B","Samsung","Appliances","Not required","Steel",10.9,789,1247.99,25,36
"P75485183A","Rosdorf Park","Decor","Not required","Wood",7.8,220,348.99,17,82
"P75485183B","Union Rustic","Rugs","Not required","Cotton",2.7,362,593.99,26,116
"P75485184c","Rosdorf Park","Decor","Not required","Wood",7.5,372,685.99,11,68
"P75485184C","Samsung","Appliances","Not Included","Plastics",11,833,1431.99,27,27
"P75485185B","World Menagerie","Decor","Not required","Wood",7.1,388,563.99,16,69
"P75485186C","17 stories","Rugs","Not required","Cotton",2.8,476,806.99,27,108
"P75485187","Samsung","Appliances","Not required","Plastics",11.1,893,1172.99,18,31
"P75485194L","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,309,368.99,48,131
"P75485194S","Bosch","Appliances","Not required","Plastics",11.1,411,562.99,29,42
"P75485199L","Samsung","Appliances","Not required","Steel",11,189,317.99,18,39
"P75485199S","Mercury Row","Rugs","Not required","Wool",2.5,377,678.99,27,124
"P75485202","AllModern","Bedding and bath","Not required","Polyester",1.5,360,423.99,40,161
"P75485203","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,57,66.99,50,150
"P75485204","World Menagerie","Decor","Not required","Glass",7.7,491,821.99,12,72
"P75485208","GE","Appliances","Not Included","Steel",11,249,390.99,19,21
"P75485211","World Menagerie","Decor","Not required","Glass",7.4,286,513.99,17,70
"P75485212","Grovelane","Bedding and bath","Not required","Flannel",1.6,43,53.99,43,142
"P75485216","Ashley","Furniture","Not Included","Fabric",47,1036,2066.99,19,7
"P75485227","GE","Appliances","Not required","Plastics",10.6,801,1122.99,20,42
"P75485230A","Grovelane","Bedding and bath","Not required","Cotton",1.6,388,441.99,32,143
"P75485230B","AllModern","Bedding and bath","Not required","Flannel",1.6,129,151.99,49,150
"P75485230F","Samsung","Appliances","Not required","Steel",11,706,947.99,23,40
"P75485230G","Samsung","Appliances","Not required","Plastics",10.6,867,1262.99,18,38
"P75485231B","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,373,443.99,40,140
"P75485231G","Rosdorf Park","Decor","Not required","Glass",8.2,169,257.99,10,75
"P75485232D","17 stories","Rugs","Not required","Cotton",3,438,735.99,21,101
"P75490000A","Grovelane","Bedding and bath","Not required","Flannel",1.9,229,264.99,33,131
"P75490000D","Grovelane","Bedding and bath","Not required","Polyester",1.8,298,366.99,33,172
"P75490001A","Rosdorf Park","Decor","Not required","Glass",7.5,477,677.99,13,91
"P75490001B","Mercury Row","Rugs","Not required","Cotton",2.9,467,761.99,33,105
"P75490001C","Grovelane","Bedding and bath","Not required","Cotton",1.6,394,474.99,38,147
"P75490001D","Alwyn Home","Bedding and bath","Not required","Flannel",1.5,60,68.99,31,134
"P75490003B","Rosdorf Park","Decor","Not required","Wood",7.3,779,1362.99,20,79
"P75490003C","Grovelane","Bedding and bath","Not required","Cotton",1.8,88,104.99,31,164
"P75490003D","Bosch","Appliances","Not Included","Steel",11,513,825.99,29,27
"P75490003E","Everly Quinn","Decor","Not required","Glass",7.8,476,793.99,11,81
"P75490010A","Union Rustic","Rugs","Not required","Cotton",3,514,833.99,26,102
"P75490010E","GE","Appliances","Not required","Steel",10.9,604,897.99,25,35
"P75490011A","World Menagerie","Decor","Not required","Wood",7.4,522,938.99,13,86
"P75490011D","Everly Quinn","Decor","Not required","Glass",8.2,1094,1811.99,10,79
"P75490012A","GE","Appliances","Not required","Plastics",11.1,1149,1595.99,26,40
"P75490012B","Bosch","Appliances","Not Included","Steel",10.9,435,629.99,22,31
"P75490013A","GE","Appliances","Not required","Steel",10.7,1053,1760.99,20,40
"P75490013B","Bosch","Appliances","Not required","Plastics",11.2,585,906.99,20,30
"P75490013C","Ethan Allen","Furniture","Not Included","Wood",48.1,1062,2300.99,18,9
"P75490014A","Bosch","Appliances","Not required","Plastics",10.5,665,1022.99,17,43
"P75490014B","Bosch","Appliances","Not required","Steel",10.6,1060,1514.99,19,30
"P75490016A","Union Rustic","Rugs","Not required","Cotton",2.9,226,388.99,22,102
"P75490016B","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,324,366.99,31,164
"P75490018A","Ethan Allen","Furniture","Included","Wood",46.5,1542,2751.99,15,21
"P75490018B","World Menagerie","Decor","Not required","Glass",8.2,1007,1559.99,14,82
"P75490018C","17 stories","Rugs","Not required","Cotton",2.6,137,239.99,28,88
"P75490019A","World Menagerie","Decor","Not required","Glass",7.6,885,1265.99,16,74
"P75490019B","Rosdorf Park","Decor","Not required","Wood",7.2,1097,1943.99,11,89
"P75490019C","Union Rustic","Rugs","Not required","Cotton",2.9,113,187.99,24,139
"P75490022","17 stories","Rugs","Not required","Cotton",2.6,344,612.99,28,101
"P75490023","Everly Quinn","Decor","Not required","Wood",7.2,630,914.99,11,92
"P75490024B","Samsung","Appliances","Not required","Plastics",11.1,485,648.99,21,41
"P75490024D","World Menagerie","Decor","Not required","Glass",8,384,693.99,15,71
"P75490024F","Alwyn Home","Bedding and bath","Not required","Flannel",1.5,359,435.99,31,140
"P75490025A","Everly Quinn","Decor","Not required","Glass",7.7,405,713.99,14,75
"P75490025D","Mercury Row","Bedding and bath","Not required","Flannel",1.9,309,354.99,36,174
"P75490025F","World Menagerie","Decor","Not required","Glass",8.3,533,814.99,13,66
"P75490026C","17 stories","Rugs","Not required","Wool",2.8,519,938.99,26,97
"P75490026D","Everly Quinn","Decor","Not required","Glass",7.9,303,498.99,16,82
"P75490027D","Mercury Row","Rugs","Not required","Cotton",2.6,119,224.99,23,100
"P75490028","Union Rustic","Rugs","Not required","Cotton",2.7,303,501.99,30,102
"P75490030A","AllModern","Bedding and bath","Not required","Flannel",1.6,375,441.99,36,153
"P75490030B","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,314,363.99,46,141
"P75490030C","Mercury Row","Bedding and bath","Not required","Flannel",1.7,100,114.99,49,147
"P75490031","GE","Appliances","Not required","Plastics",10.6,318,539.99,21,43
"P75490032","GE","Appliances","Not required","Plastics",10.6,626,909.99,17,38
"P75490036C","World Menagerie","Decor","Not required","Glass",7.2,653,1000.99,13,91
"P75490036E","Mercury Row","Bedding and bath","Not required","Polyester",1.7,219,257.99,38,137
"P75490038A","AllModern","Bedding and bath","Not required","Polyester",1.9,192,223.99,41,127
"P75490038B","Ashley","Furniture","Not Included","Fabric",46.4,926,1847.99,18,16
"P75490039C","AllModern","Bedding and bath","Not required","Cotton",1.7,212,240.99,42,140
"P75490039D","Bosch","Appliances","Not Included","Plastics",11,144,191.99,20,21
"P75490040C","Everly Quinn","Decor","Not required","Glass",7.9,326,598.99,15,86
"P75490043","Union Rustic","Rugs","Not required","Cotton",2.8,459,831.99,31,112
"P75490049","GE","Appliances","Not required","Steel",10.7,615,883.99,27,38
"P75490050","Everly Quinn","Decor","Not required","Wood",7.7,908,1504.99,18,76
"P75490051","Mercury Row","Bedding and bath","Not required","Flannel",1.9,204,239.99,45,147
"P75490052","Ashley","Furniture","Not Included","Wood",47.4,1856,3177.99,15,15
"P75490053","World Menagerie","Decor","Not required","Glass",7.6,446,763.99,19,88
"P75490054","Ethan Allen","Furniture","Included","Leather",43.3,2536,4478.99,19,21
"P75490055","Ashley","Furniture","Included","Wood",43.4,2027,4388.99,12,24
"P75490056","World Menagerie","Decor","Not required","Wood",7.7,234,396.99,18,92
"P75490057","Union Rustic","Rugs","Not required","Silk",2.6,211,391.99,30,108
